specific_NameDe,generic_candidates_NameDe
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Kabel CAT 7
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Leuchtstoffröhre T5-28W
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Rasterleuchte 2x T8-36W (LFL)
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Rasterleuchte Deckenintegriert 3x T8-18W (LFL)
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Kippschalter (Lichtschalter)
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Rasterleuchte Deckenintegriert 3x T5-14W (LFL)
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Kompaktleuchtstofflampe 18W (Vorschaltgerät extern)
Kabeltragsystem - OBO Bettermann - Gitterrinnensystem inkl. Systembauteile,Kabel 1 adrig
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Leuchstoffröhrenfassung T8-36W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,LED Bürobeleuchtung
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Leuchtstoffröhre T8-36W
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Kabel 5 adrig
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Lithium Eisenphosphat (LFP) Batterie (pro 1kWh Speicherkapazität)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Rasterleuchte Deckenintegriert 2x T5-28W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Vorschaltgerät EVG
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Leuchtstoffröhre T5-14W
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Steckdose
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,"Gehäuse Downlight 18W (CFL, G24D))"
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Leuchstoffröhrenfassung T8-18W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Wannenleuchte (Feuchtraum) T8-36W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Leuchtstoffröhre T8-18W
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Vorschaltgerät VVG
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Kabel 3 adrig
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Kabel CAT 7
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Leuchtstoffröhre T5-28W
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Rasterleuchte 2x T8-36W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Rasterleuchte Deckenintegriert 3x T8-18W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Kippschalter (Lichtschalter)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Rasterleuchte Deckenintegriert 3x T5-14W (LFL)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Kompaktleuchtstofflampe 18W (Vorschaltgerät extern)
Kabeltragsystem - OBO Bettermann - Weitspannsystem inkl. Systembauteile,Kabel 1 adrig
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Leuchstoffröhrenfassung T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,LED Bürobeleuchtung
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Leuchtstoffröhre T8-36W
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Kabel 5 adrig
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Lithium Eisenphosphat (LFP) Batterie (pro 1kWh Speicherkapazität)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Rasterleuchte Deckenintegriert 2x T5-28W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Vorschaltgerät EVG
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Leuchtstoffröhre T5-14W
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Steckdose
Kabetragsystem - OBO Bettermann - Kabelleitersystem,"Gehäuse Downlight 18W (CFL, G24D))"
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Leuchstoffröhrenfassung T8-18W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Wannenleuchte (Feuchtraum) T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Leuchtstoffröhre T8-18W
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Vorschaltgerät VVG
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Kabel 3 adrig
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Kabel CAT 7
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Leuchtstoffröhre T5-28W
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Rasterleuchte 2x T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Rasterleuchte Deckenintegriert 3x T8-18W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Kippschalter (Lichtschalter)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Rasterleuchte Deckenintegriert 3x T5-14W (LFL)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Kompaktleuchtstofflampe 18W (Vorschaltgerät extern)
Kabetragsystem - OBO Bettermann - Kabelleitersystem,Kabel 1 adrig
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Leuchstoffröhrenfassung T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,LED Bürobeleuchtung
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Leuchtstoffröhre T8-36W
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Kabel 5 adrig
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Lithium Eisenphosphat (LFP) Batterie (pro 1kWh Speicherkapazität)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Rasterleuchte Deckenintegriert 2x T5-28W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Vorschaltgerät EVG
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Leuchtstoffröhre T5-14W
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Steckdose
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,"Gehäuse Downlight 18W (CFL, G24D))"
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Leuchstoffröhrenfassung T8-18W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Wannenleuchte (Feuchtraum) T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Leuchtstoffröhre T8-18W
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Vorschaltgerät VVG
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Kabel 3 adrig
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Kabel CAT 7
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Leuchtstoffröhre T5-28W
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Rasterleuchte 2x T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Rasterleuchte Deckenintegriert 3x T8-18W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Kippschalter (Lichtschalter)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Rasterleuchte Deckenintegriert 3x T5-14W (LFL)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Kompaktleuchtstofflampe 18W (Vorschaltgerät extern)
Kabetragsystem - OBO Bettermann - Kabelrinnensystem,Kabel 1 adrig
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Leuchstoffröhrenfassung T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,LED Bürobeleuchtung
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Leuchtstoffröhre T8-36W
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Kabel 5 adrig
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Lithium Eisenphosphat (LFP) Batterie (pro 1kWh Speicherkapazität)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Rasterleuchte Deckenintegriert 2x T5-28W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Vorschaltgerät EVG
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Leuchtstoffröhre T5-14W
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Steckdose
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,"Gehäuse Downlight 18W (CFL, G24D))"
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Leuchstoffröhrenfassung T8-18W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Wannenleuchte (Feuchtraum) T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Leuchtstoffröhre T8-18W
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Vorschaltgerät VVG
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Kabel 3 adrig
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Kabel CAT 7
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Leuchtstoffröhre T5-28W
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Rasterleuchte 2x T8-36W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Rasterleuchte Deckenintegriert 3x T8-18W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Kippschalter (Lichtschalter)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Rasterleuchte Deckenintegriert 3x T5-14W (LFL)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Kompaktleuchtstofflampe 18W (Vorschaltgerät extern)
Kabetragsystem - OBO Bettermann - Gitterrinnensystem,Kabel 1 adrig
Heizkörper aus Stahl,Strom-Wärmepumpe (Wasser-Wasser) 20 kW
Heizkörper aus Stahl,Strom-Wärmepumpe (Luft-Wasser) 14 kW
Heizkörper aus Stahl,"Öltank Stahl/PE-HD (Doppelwandtank, 1000l)"
Heizkörper aus Stahl,Fußbodenheizung Kupfer (200 mm Abstand)
Heizkörper aus Stahl,Steinwolle Flachdämmplatte
Heizkörper aus Stahl,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 10 kW"
Heizkörper aus Stahl,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 70 kW"
Heizkörper aus Stahl,Öl-Niedertemperaturgerät < 20 kW (Standgerät)
Heizkörper aus Stahl,"Flüssiggastank 2700 l/1,2 t (unterirdisch)"
Heizkörper aus Stahl,Öltank Polyamid (750l)
Heizkörper aus Stahl,Öltank PE-HD (1500)
Heizkörper aus Stahl,Strom-Wärmepumpe (Wasser-Wasser) 70 kW
Heizkörper aus Stahl,Öl-Brennwertgerät < 20 kW (Wandgerät)
Heizkörper aus Stahl,Öltank Polyamid (1000l)
Heizkörper aus Stahl,Öltank Polyamid (1500l)
Heizkörper aus Stahl,Polybutadien-Rohr (PB)
Heizkörper aus Stahl,Strom-Wärmepumpe (Wasser-Wasser) 10 kW
Heizkörper aus Stahl,Strom-Wärmepumpe (Luft-Wasser) 7 kW
Heizkörper aus Stahl,Schornstein gemauert (Einzügig)
Heizkörper aus Stahl,"Öltank Stahl/PE-HD (Doppelwandtank, 750l)"
Heizkörper aus Stahl,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 10 kW"
Heizkörper aus Stahl,Fußbodenheizung PP (200 mm Abstand)
Heizkörper aus Stahl,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 20 kW"
Heizkörper aus Stahl,Polyurethan Hartschaum (Rohrisolierung)
Heizkörper aus Stahl,"Flüssiggastank 2700 l/1,2 t (oberirdisch)"
Heizkörper aus Stahl,Gas-Brennwertgerät 120-400 kW (Standgerät)
Heizkörper aus Stahl,Öltank PE-HD (750l)
Heizkörper aus Stahl,"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW"
Heizkörper aus Stahl,Heizkörper
Heizkörper aus Stahl,Hackschnitzelkessel 120 - 400 kW
Heizkörper aus Stahl,Stahlrohr
Heizkörper aus Stahl,Öl-Brennwertgerät 20-120 kW (Standgerät)
Heizkörper aus Stahl,Strom Wärmepumpe (Luft-Wasser) 10 kW
Heizkörper aus Stahl,Hackschnitzelkessel 20 - 120 kW
Heizkörper aus Stahl,"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 10 kW"
Heizkörper aus Stahl,Strom Wärmepumpe (Luft-Wasser) 14kW
Heizkörper aus Stahl,"Flüssiggastank 6400 l/2,9 t (oberirdisch)"
Heizkörper aus Stahl,Rohre für Strom-Wärmepumpe (Wasser-Wasser) 70 kW
Heizkörper aus Stahl,Übergabestation Fernwärme
Heizkörper aus Stahl,Fußbodenheizung Kupfer (100 mm Abstand)
Heizkörper aus Stahl,Solaranlage Flachkollektor
Heizkörper aus Stahl,Rohre für Strom-Wärmepumpe (Wasser-Wasser) 20 kW
Heizkörper aus Stahl,Öl-Niedertemperaturgerät 120-400 kW (Standgerät)
Heizkörper aus Stahl,Öltank PE-HD (1000l)
Heizkörper aus Stahl,"Flüssiggastank 6400 l/2,9 t (unterirdisch)"
Heizkörper aus Stahl,Schornstein Polypropylen (PP)
Heizkörper aus Stahl,Öl-Brennwertgerät 120-400 kW (Standgerät)
Heizkörper aus Stahl,Fußbodenheizung PP (100 mm Abstand)
Heizkörper aus Stahl,Umwälzpumpe 250-1000W
Heizkörper aus Stahl,Öl-Brennwertgerät < 20 kW (Standgerät)
Heizkörper aus Stahl,Pufferspeicher (Edelstahl)
Heizkörper aus Stahl,Steinwolle Heizungsrohrschale
Heizkörper aus Stahl,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW"
Heizkörper aus Stahl,Schornstein Edelstahl (Einwandig)
Heizkörper aus Stahl,Gas Blockheizkraftwerk (500 kW)
Heizkörper aus Stahl,Gas-Niedertemperaturgerät 20-120 kW (Standgerät)
Heizkörper aus Stahl,Pelletkessel < 20 kW
Heizkörper aus Stahl,Fußbodenheizung PEX (100 mm Abstand)
Heizkörper aus Stahl,Schornstein gemauert (Zweizügig)
Heizkörper aus Stahl,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 10 kW"
Heizkörper aus Stahl,Öl-Niedertemperaturgerät 20-120 kW (Standgerät)
Heizkörper aus Stahl,Gaswärmepumpe (Luft) 20-70 kW
Heizkörper aus Stahl,Strom-Wärmepumpe (Luft-Wasser) 10 kW
Heizkörper aus Stahl,Gas-Brennwertgerät < 20 kW (Wandgerät)
Heizkörper aus Stahl,Strom Wärmepumpe (Luft-Wasser) 7kW
Heizkörper aus Stahl,Solaranlage Vakuumröhrenkollektor
Heizkörper aus Stahl,Fußbodenheizung PEX (200 mm Abstand)
Heizkörper aus Stahl,"Flüssiggastank 4850 l/2,1 t (unterirdisch)"
Heizkörper aus Stahl,Gas-Niedertemperaturgerät 120-400 kW (Standgerät)
Heizkörper aus Stahl,Umwälzpumpe < 50W
Heizkörper aus Stahl,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 70 kW"
Heizkörper aus Stahl,Polypropylen-Rohr (PP)
Heizkörper aus Stahl,"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 20 kW"
Heizkörper aus Stahl,Pelletkessel 20-120 kW
Heizkörper aus Stahl,Pufferspeicher (Stahl)
Heizkörper aus Stahl,Gas-Niedertemperaturgerät < 20 kW (Standgerät)
Heizkörper aus Stahl,Hackschnitzelkessel < 20 kW
Heizkörper aus Stahl,"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 20 kW"
Heizkörper aus Stahl,"Flüssiggastank 4850 l/2,1t (oberirdisch)"
Heizkörper aus Stahl,Gas-Brennwertgerät < 20 kW (Standgerät)
Heizkörper aus Stahl,Gas-Brennwertgerät 20-120 kW (Standgerät)
Heizkörper aus Stahl,EPDM Schaum (Rohrisolierung)
Heizkörper aus Stahl,Umwälzpumpe 50-250W
Heizkörper aus Stahl,Rohre für Strom-Wärmepumpe (Wasser-Wasser) 10 kW
Heizkörper aus Stahl,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 20 kW"
Heizkörper aus Stahl,Elektrischer Durchlauferhitzer (21 kW)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom-Wärmepumpe (Wasser-Wasser) 20 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom-Wärmepumpe (Luft-Wasser) 14 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Öltank Stahl/PE-HD (Doppelwandtank, 1000l)"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Fußbodenheizung Kupfer (200 mm Abstand)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Steinwolle Flachdämmplatte
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 10 kW"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 70 kW"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öl-Niedertemperaturgerät < 20 kW (Standgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Flüssiggastank 2700 l/1,2 t (unterirdisch)"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öltank Polyamid (750l)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öltank PE-HD (1500)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom-Wärmepumpe (Wasser-Wasser) 70 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öl-Brennwertgerät < 20 kW (Wandgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öltank Polyamid (1000l)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öltank Polyamid (1500l)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Polybutadien-Rohr (PB)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom-Wärmepumpe (Wasser-Wasser) 10 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom-Wärmepumpe (Luft-Wasser) 7 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Schornstein gemauert (Einzügig)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Öltank Stahl/PE-HD (Doppelwandtank, 750l)"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 10 kW"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Fußbodenheizung PP (200 mm Abstand)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 20 kW"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Polyurethan Hartschaum (Rohrisolierung)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Flüssiggastank 2700 l/1,2 t (oberirdisch)"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Gas-Brennwertgerät 120-400 kW (Standgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öltank PE-HD (750l)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Heizkörper
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Hackschnitzelkessel 120 - 400 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Stahlrohr
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öl-Brennwertgerät 20-120 kW (Standgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom Wärmepumpe (Luft-Wasser) 10 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Hackschnitzelkessel 20 - 120 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 10 kW"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Strom Wärmepumpe (Luft-Wasser) 14kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Flüssiggastank 6400 l/2,9 t (oberirdisch)"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Rohre für Strom-Wärmepumpe (Wasser-Wasser) 70 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Übergabestation Fernwärme
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Fußbodenheizung Kupfer (100 mm Abstand)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Solaranlage Flachkollektor
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Rohre für Strom-Wärmepumpe (Wasser-Wasser) 20 kW
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öl-Niedertemperaturgerät 120-400 kW (Standgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öltank PE-HD (1000l)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Flüssiggastank 6400 l/2,9 t (unterirdisch)"
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Schornstein Polypropylen (PP)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öl-Brennwertgerät 120-400 kW (Standgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Fußbodenheizung PP (100 mm Abstand)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Umwälzpumpe 250-1000W
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Öl-Brennwertgerät < 20 kW (Standgerät)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Pufferspeicher (Edelstahl)
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),Steinwolle Heizungsrohrschale
MAGNA3 50-40/60/80/100/120 F (Rostfreier Stahl) und MAGNA3 32-120 F (Rostfreier Stahl),"Rohre für Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW"
